State; FIPS; County; pop; landAreakm2; waterAreakm2; totalAreakm2; lat; long
TX;48431;Sterling;1,143;2,391.728;0.167;2,391.895;+31.835774°;–101.054911°
TX;48433;Stonewall;1,490;2,373.241;10.178;2,383.418;+33.179580°;–100.253807°
TX;48435;Sutton;4,128;3,765.651;1.277;3,766.928;+30.517865°;–100.505395°
TX;48437;Swisher;7,854;2,305.502;27.279;2,332.781;+34.530460°;–101.732852°
TX;48439;Tarrant;1,809,034;2,236.736;100.223;2,336.959;+32.772040°;–97.291291°
TX;48441;Taylor;131,506;2,371.268;9.721;2,380.989;+32.295684°;–99.893220°
TX;48443;Terrell;984;6,107.258;0.106;6,107.364;+30.232332°;–102.072539°
TX;48445;Terry;12,651;2,302.083;5.444;2,307.527;+33.171229°;–102.339284°
TX;48447;Throckmorton;1,641;2,363.499;7.586;2,371.085;+33.170712°;–99.206137°
TX;48449;Titus;32,334;1,051.676;50.736;1,102.411;+33.214599°;–94.966783°
TX;48451;Tom Green;110,224;3,941.890;48.105;3,989.994;+31.401583°;–100.461355°
TX;48453;Travis;1,024,266;2,564.612;84.967;2,649.580;+30.239513°;–97.691270°
TX;48455;Trinity;14,585;1,796.435;52.733;1,849.169;+31.087483°;–95.153291°
TX;48457;Tyler;21,766;2,394.446;28.806;2,423.252;+30.769579°;–94.379449°
TX;48459;Upshur;39,309;1,509.826;24.998;1,534.824;+32.735878°;–94.941649°
TX;48461;Upton;3,355;3,215.013;0.464;3,215.478;+31.353849°;–102.042013°
TX;48463;Uvalde;26,405;4,019.520;17.322;4,036.843;+29.350340°;–99.761074°
TX;48465;Val Verde;48,879;8,144.864;227.711;8,372.575;+29.884961°;–101.146646°
TX;48467;Van Zandt;52,579;2,182.211;44.167;2,226.378;+32.558948°;–95.836391°
TX;48469;Victoria;86,793;2,284.739;17.334;2,302.073;+28.796370°;–96.971198°
TX;48471;Walker;67,861;2,030.988;44.898;2,075.886;+30.743090°;–95.569888°
TX;48473;Waller;43,205;1,329.778;11.366;1,341.144;+30.013578°;–95.982102°
TX;48475;Ward;10,658;2,164.200;0.624;2,164.824;+31.513069°;–103.105113°
TX;48477;Washington;33,718;1,564.232;46.094;1,610.327;+30.215075°;–96.410272°
TX;48479;Webb;250,304;8,706.199;36.538;8,742.737;+27.770584°;–99.326641°
TX;48481;Wharton;41,280;2,813.115;21.289;2,834.404;+29.278481°;–96.229675°
TX;48483;Wheeler;5,410;2,368.604;2.481;2,371.085;+35.392593°;–100.253107°
TX;48485;Wichita;131,500;1,625.933;13.831;1,639.764;+33.991103°;–98.716851°
TX;48487;Wilbarger;13,535;2,514.474;18.258;2,532.732;+34.084920°;–99.242440°
TX;48489;Willacy;22,134;1,529.529;501.716;2,031.244;+26.481092°;–97.584224°
TX;48491;Williamson;422,679;2,896.391;41.793;2,938.184;+30.649030°;–97.605069°
TX;48493;Wilson;42,918;2,081.658;12.116;2,093.774;+29.174303°;–98.085899°
TX;48495;Winkler;7,110;2,178.456;0.414;2,178.870;+31.831416°;–103.055986°
TX;48497;Wise;59,127;2,342.443;47.039;2,389.481;+33.219095°;–97.653997°
TX;48499;Wood;41,964;1,671.149;130.754;1,801.903;+32.783588°;–95.382166°
TX;48501;Yoakum;7,879;2,071.235;0.034;2,071.269;+33.172397°;–102.823771°
TX;48503;Young;18,550;2,368.460;42.452;2,410.912;+33.158787°;–98.678267°
TX;48505;Zapata;14,018;2,585.876;154.371;2,740.247;+26.996981°;–99.182603°
TX;48507;Zavala;11,677;3,360.267;11.210;3,371.477;+28.864652°;–99.759830°
UT;49001;Beaver;6,629;6,707.758;5.331;6,713.089;+38.357535°;–113.238948°
UT;49003;Box Elder;49,975;14,880.907;2,547.942;17,428.849;+41.476021°;–113.052922°
UT;49005;Cache;112,656;3,016.851;21.265;3,038.116;+41.734225°;–111.744581°
UT;49007;Carbon;21,403;3,829.279;15.774;3,845.053;+39.670050°;–110.590357°
UT;49009;Daggett;1,059;1,805.168;61.462;1,866.629;+40.890099°;–109.505786°
UT;49011;Davis;306,479;773.832;868.123;1,641.955;+41.037045°;–112.202123°
UT;49013;Duchesne;18,607;8,394.008;38.788;8,432.797;+40.289649°;–110.429830°
UT;49015;Emery;10,976;11,557.341;24.591;11,581.932;+39.009028°;–110.721111°
UT;49017;Garfield;5,172;13,403.503;85.795;13,489.298;+37.831622°;–111.450886°
UT;49019;Grand;9,225;9,509.253;31.439;9,540.692;+38.974326°;–109.573450°
UT;49021;Iron;46,163;8,538.364;11.394;8,549.758;+37.882727°;–113.290059°
UT;49023;Juab;10,246;8,785.958;36.572;8,822.530;+39.710827°;–112.794262°
UT;49025;Kane;7,125;10,334.644;306.368;10,641.012;+37.275118°;–111.815413°
UT;49027;Millard;12,503;17,022.501;661.655;17,684.156;+39.094540°;–113.525014°
UT;49029;Morgan;9,469;1,577.810;4.427;1,582.238;+41.091027°;–111.577885°
UT;49031;Piute;1,556;1,962.669;20.528;1,983.197;+38.335881°;–112.129376°
UT;49033;Rich;2,264;2,664.514;149.136;2,813.650;+41.627598°;–111.240227°
UT;49035;Salt Lake;1,029,655;1,922.501;168.570;2,091.071;+40.667882°;–111.924244°
UT;49037;San Juan;14,746;20,253.676;293.096;20,546.772;+37.623064°;–109.789320°
UT;49039;Sanpete;27,822;4,118.476;32.076;4,150.552;+39.380588°;–111.570451°
UT;49041;Sevier;20,802;4,948.372;20.260;4,968.632;+38.746825°;–111.811930°
UT;49043;Summit;36,324;4,847.710;26.571;4,874.281;+40.872060°;–110.968486°
UT;49045;Tooele;58,218;17,978.018;892.841;18,870.859;+40.467692°;–113.124015°
UT;49047;Uintah;32,588;11,602.351;56.187;11,658.537;+40.125887°;–109.517748°
UT;49049;Utah;516,564;5,188.923;364.307;5,553.230;+40.120409°;–111.668667°
UT;49051;Wasatch;23,530;3,044.533;78.954;3,123.487;+40.334884°;–111.161568°
UT;49053;Washington;138,115;6,284.237;9.308;6,293.545;+37.262531°;–113.487800°
UT;49055;Wayne;2,778;6,373.122;15.055;6,388.177;+38.261229°;–110.990323°
UT;49057;Weber;231,236;1,492.051;215.752;1,707.803;+41.270355°;–111.875879°
VT;50001;Addison;36,821;1,984.773;107.309;2,092.083;+44.031248°;–73.141581°
VT;50003;Bennington;37,125;1,748.191;6.932;1,755.122;+43.035325°;–73.111460°
VT;50005;Caledonia;31,227;1,680.549;22.463;1,703.012;+44.468791°;–72.112168°
VT;50007;Chittenden;156,545;1,389.731;214.245;1,603.976;+44.460676°;–73.070525°
VT;50009;Essex;6,306;1,718.711;30.291;1,749.002;+44.724021°;–71.732736°
VT;50011;Franklin;47,746;1,641.291;150.933;1,792.224;+44.858964°;–72.909402°
VT;50013;Grand Isle;6,970;211.891;292.298;504.188;+44.801788°;–73.300758°
VT;50015;Lamoille;24,475;1,188.278;12.661;1,200.940;+44.603504°;–72.638356°
VT;50017;Orange;28,936;1,779.407;13.552;1,792.959;+44.003392°;–72.369687°
VT;50019;Orleans;27,231;1,795.556;72.249;1,867.806;+44.828442°;–72.251630°
VT;50021;Rutland;61,642;2,408.225;38.744;2,446.969;+43.580844°;–73.038196°
VT;50023;Washington;59,534;1,779.926;21.213;1,801.139;+44.274953°;–72.609475°
VT;50025;Windham;44,513;2,033.931;33.056;2,066.987;+42.999143°;–72.716335°
VT;50027;Windsor;56,670;2,510.570;19.289;2,529.859;+43.588143°;–72.591515°
VA;51001;Accomack;33,164;1,164.189;2,228.794;3,392.983;+37.765944°;–75.757807°
VA;51003;Albemarle;98,970;1,866.600;14.036;1,880.636;+38.024184°;–78.553506°
VA;51005;Alleghany;16,250;1,153.727;8.536;1,162.263;+37.787905°;–80.008669°
VA;51007;Amelia;12,690;920.143;8.425;928.567;+37.336131°;–77.973218°
VA;51009;Amherst;32,353;1,227.484;12.730;1,240.215;+37.630362°;–79.147848°
VA;51011;Appomattox;14,973;863.745;3.205;866.949;+37.370725°;–78.810940°
VA;51013;Arlington;207,627;67.274;0.244;67.518;+38.878337°;–77.100703°
VA;51015;Augusta;73,750;2,504.516;9.988;2,514.504;+38.167807°;–79.146682°
VA;51017;Bath;4,731;1,370.513;14.050;1,384.563;+38.068988°;–79.732898°
VA;51019;Bedford;68,676;1,950.315;42.044;1,992.359;+37.312408°;–79.527947°
VA;51021;Bland;6,824;926.503;2.598;929.101;+37.130612°;–81.125853°
VA;51023;Botetourt;33,148;1,401.707;12.196;1,413.902;+37.553193°;–79.805318°
VA;51025;Brunswick;17,434;1,466.382;8.318;1,474.700;+36.764531°;–77.860916°
VA;51027;Buchanan;24,098;1,302.149;2.798;1,304.947;+37.268120°;–82.038151°
VA;51029;Buckingham;17,146;1,501.305;10.099;1,511.403;+37.573928°;–78.529169°
VA;51031;Campbell;54,842;1,305.009;8.962;1,313.971;+37.210151°;–79.095429°
VA;51033;Caroline;28,545;1,366.252;24.233;1,390.485;+38.030319°;–77.352348°
VA;51035;Carroll;30,042;1,229.441;7.648;1,237.089;+36.732426°;–80.728043°
VA;51036;Charles City;7,256;473.494;55.491;528.985;+37.361048°;–77.054171°
VA;51037;Charlotte;12,586;1,230.946;5.828;1,236.773;+37.014091°;–78.661424°
VA;51041;Chesterfield;316,236;1,096.334;35.373;1,131.707;+37.378434°;–77.585847°
VA;51043;Clarke;14,034;456.298;5.659;461.956;+39.115931°;–77.992004°
VA;51045;Craig;5,190;853.490;2.799;856.288;+37.473129°;–80.231734°
VA;51047;Culpeper;46,689;982.211;8.572;990.783;+38.485930°;–77.956476°
VA;51049;Cumberland;10,052;770.420;5.932;776.351;+37.520189°;–78.252836°
VA;51051;Dickenson;15,903;856.075;8.107;864.182;+37.137081°;–82.349208°
VA;51053;Dinwiddie;28,001;1,304.619;9.002;1,313.621;+37.073498°;–77.635492°
VA;51057;Essex;11,151;665.944;74.794;740.738;+37.939480°;–76.941871°
VA;51059;Fairfax;1,081,726;1,012.604;39.567;1,052.172;+38.833743°;–77.276117°
VA;51061;Fauquier;65,203;1,676.886;9.780;1,686.665;+38.744103°;–77.821585°
VA;51063;Floyd;15,279;985.284;2.258;987.541;+36.931438°;–80.350309°
VA;51065;Fluvanna;25,691;740.750;10.731;751.481;+37.830606°;–78.284445°
VA;51067;Franklin;56,159;1,788.195;54.707;1,842.902;+36.992350°;–79.883959°
VA;51069;Frederick;78,305;1,070.950;5.208;1,076.158;+39.203637°;–78.263916°
VA;51071;Giles;17,286;921.469;12.017;933.486;+37.311930°;–80.717178°
VA;51073;Gloucester;36,858;564.117;181.749;745.866;+37.403541°;–76.523505°
VA;51075;Goochland;21,717;728.862;21.988;750.850;+37.724166°;–77.914273°
VA;51077;Grayson;15,533;1,145.228;9.791;1,155.018;+36.656303°;–81.225337°
VA;51079;Greene;18,403;404.676;1.707;406.383;+38.297981°;–78.470163°
VA;51081;Greensville;12,243;764.633;4.094;768.726;+36.680225°;–77.560261°
VA;51083;Halifax;36,241;2,118.193;30.548;2,148.741;+36.766461°;–78.939614°
VA;51085;Hanover;99,863;1,213.503;13.649;1,227.152;+37.760166°;–77.490992°
VA;51087;Henrico;306,935;605.272;29.035;634.307;+37.437521°;–77.300333°
VA;51089;Henry;54,151;990.241;5.299;995.540;+36.620593°;–79.980584°
VA;51091;Highland;2,321;1,075.249;1.806;1,077.055;+38.356672°;–79.567958°
VA;51093;Isle of Wight;35,270;817.432;122.289;939.721;+36.901418°;–76.707569°
VA;51095;James City;67,009;368.909;95.321;464.230;+37.324427°;–76.778319°
VA;51097;King and Queen;6,945;816.204;28.873;845.077;+37.720995°;–76.891090°
VA;51099;King George;23,584;465.256;21.035;486.290;+38.277179°;–77.162702°
VA;51101;King William;15,935;709.505;30.286;739.790;+37.708260°;–77.091054°
VA;51103;Lancaster;11,391;345.116;254.202;599.317;+37.703831°;–76.413199°
VA;51105;Lee;25,587;1,127.987;4.898;1,132.885;+36.702162°;–83.130334°
VA;51107;Loudoun;312,311;1,335.297;14.445;1,349.742;+39.081130°;–77.638857°
VA;51109;Louisa;33,153;1,285.412;37.739;1,323.151;+37.971681°;–77.959178°
VA;51111;Lunenburg;12,914;1,118.054;1.795;1,119.849;+36.945757°;–78.242313°
VA;51113;Madison;13,308;830.566;3.086;833.651;+38.412059°;–78.276961°
VA;51115;Mathews;8,978;222.555;430.024;652.579;+37.425348°;–76.268808°
VA;51117;Mecklenburg;32,727;1,619.999;139.194;1,759.193;+36.687256°;–78.368959°
VA;51119;Middlesex;10,959;337.492;208.378;545.871;+37.606828°;–76.527958°
VA;51121;Montgomery;94,392;1,002.361;5.830;1,008.191;+37.174885°;–80.387314°
VA;51125;Nelson;15,020;1,219.510;8.934;1,228.445;+37.790016°;–78.879394°
VA;51127;New Kent;18,429;543.197;35.592;578.789;+37.498974°;–76.993339°
VA;51131;Northampton;12,389;548.073;1,511.612;2,059.685;+37.302629°;–75.923868°
VA;51133;Northumberland;12,330;495.452;244.302;739.754;+37.856974°;–76.379687°
VA;51135;Nottoway;15,853;814.272;4.292;818.563;+37.143696°;–78.052162°
VA;51137;Orange;33,481;882.624;6.427;889.051;+38.250439°;–78.009980°
VA;51139;Page;24,042;805.113;8.338;813.451;+38.623751°;–78.490471°
VA;51141;Patrick;18,490;1,251.212;7.165;1,258.378;+36.667327°;–80.286141°
VA;51143;Pittsylvania;63,506;2,509.546;23.917;2,533.462;+36.821721°;–79.398502°
VA;51145;Powhatan;28,046;673.969;5.505;679.475;+37.549404°;–77.912855°
VA;51147;Prince Edward;23,368;906.392;10.040;916.433;+37.224881°;–78.432957°
VA;51149;Prince George;35,725;686.749;43.215;729.964;+37.187326°;–77.220993°
VA;51153;Prince William;402,002;871.276;31.269;902.546;+38.702332°;–77.478887°
VA;51155;Pulaski;34,872;828.428;25.216;853.644;+37.063385°;–80.713444°
VA;51157;Rappahannock;7,373;689.525;2.069;691.594;+38.684522°;–78.168824°
VA;51159;Richmond;9,254;495.963;64.400;560.363;+37.942894°;–76.730561°
VA;51161;Roanoke;92,376;648.838;1.887;650.725;+37.331077°;–80.190110°
VA;51163;Rockbridge;22,307;1,547.669;8.841;1,556.510;+37.814517°;–79.447754°
VA;51165;Rockingham;76,314;2,199.122;11.061;2,210.182;+38.511257°;–78.876307°
VA;51167;Russell;28,897;1,227.193;7.594;1,234.787;+36.933420°;–82.095934°
VA;51169;Scott;23,177;1,387.017;8.052;1,395.069;+36.712778°;–82.613627°
VA;51171;Shenandoah;41,993;1,317.723;8.802;1,326.525;+38.856204°;–78.573987°
VA;51173;Smyth;32,208;1,167.898;3.526;1,171.424;+36.842318°;–81.539786°
VA;51175;Southampton;18,570;1,551.777;8.248;1,560.025;+36.720173°;–77.103856°
VA;51177;Spotsylvania;122,397;1,039.871;33.048;1,072.918;+38.182311°;–77.656280°
VA;51179;Stafford;128,961;696.592;28.419;725.011;+38.418933°;–77.459043°
VA;51181;Surry;7,058;722.476;81.217;803.693;+37.119761°;–76.880172°
VA;51183;Sussex;12,087;1,269.664;6.755;1,276.420;+36.926645°;–77.259732°
VA;51185;Tazewell;45,078;1,343.805;2.915;1,346.720;+37.125395°;–81.562924°
VA;51187;Warren;37,575;552.872;8.484;561.356;+38.908187°;–78.207131°
VA;51191;Washington;54,876;1,452.918;12.999;1,465.917;+36.747813°;–81.950291°
VA;51193;Westmoreland;17,454;594.077;61.103;655.180;+38.109191°;–76.804170°
VA;51195;Wise;41,452;1,044.253;5.285;1,049.538;+36.974561°;–82.621560°
VA;51197;Wythe;29,235;1,196.119;7.312;1,203.430;+36.901471°;–81.084209°
VA;51199;York;65,464;271.379;285.360;556.740;+37.220914°;–76.395533°
VA;51510;Alexandria [9];139,966;38.920;1.140;40.060;+38.818343°;–77.082026°
VA;51515;Bedford [9];6,222;17.814;0.061;17.875;+37.338156°;–79.520705°
VA;51520;Bristol [9];17,835;33.704;0.363;34.067;+36.616954°;–82.157564°
VA;51530;Buena Vista [9];6,650;17.362;0.224;17.586;+37.731663°;–79.356375°
VA;51540;Charlottesville [9];43,475;26.517;0.053;26.570;+38.037658°;–78.485381°
VA;51550;Chesapeake [9];222,209;882.669;26.053;908.722;+36.679376°;–76.301788°
VA;51570;Colonial Heights [9];17,411;19.476;0.757;20.234;+37.261685°;–77.396804°
VA;51580;Covington [9];5,961;14.163;0.522;14.685;+37.778143°;–79.986039°
VA;51590;Danville [9];43,055;111.199;2.627;113.826;+36.583334°;–79.408071°
VA;51595;Emporia [9];5,927;17.855;0.192;18.047;+36.696182°;–77.535975°
VA;51600;Fairfax [9];22,565;16.159;0.095;16.255;+38.853183°;–77.299025°
VA;51610;Falls Church [9];12,332;5.177;-;5.177;+38.883787°;–77.174639°
VA;51620;Franklin [9];8,582;21.253;0.370;21.623;+36.684014°;–76.941396°
VA;51630;Fredericksburg [9];24,286;27.040;0.182;27.222;+38.299272°;–77.486658°
VA;51640;Galax [9];7,042;21.340;0.104;21.444;+36.665640°;–80.914308°
VA;51650;Hampton [9];137,436;133.160;219.853;353.013;+37.048030°;–76.297149°
VA;51660;Harrisonburg [9];48,914;45.113;0.150;45.263;+38.436013°;–78.874197°
VA;51670;Hopewell [9];22,591;26.621;1.357;27.978;+37.291010°;–77.298944°
VA;51678;Lexington [9];7,042;6.467;0.068;6.535;+37.782332°;–79.444320°
VA;51680;Lynchburg [9];75,568;127.240;1.345;128.585;+37.399016°;–79.195458°
VA;51683;Manassas [9];37,821;25.591;0.149;25.739;+38.747561°;–77.484727°
VA;51685;Manassas Park [9];14,273;6.562;0.003;6.565;+38.768991°;–77.448681°
VA;51690;Martinsville [9];13,821;28.377;0.134;28.510;+36.683527°;–79.863648°
VA;51700;Newport News [9];180,719;177.968;131.476;309.444;+37.075978°;–76.521719°
VA;51710;Norfolk [9];242,803;140.171;109.377;249.548;+36.923015°;–76.244641°
VA;51720;Norton [9];3,958;19.375;0.089;19.465;+36.931549°;–82.625996°
VA;51730;Petersburg [9];32,420;59.393;0.638;60.031;+37.204730°;–77.392368°
VA;51735;Poquoson [9];12,150;39.670;163.452;203.122;+37.128360°;–76.303534°
VA;51740;Portsmouth [9];95,535;87.160;33.876;121.036;+36.859430°;–76.356269°
VA;51750;Radford [9];16,408;25.567;0.868;26.435;+37.120036°;–80.557048°
VA;51760;Richmond [9];204,214;154.895;6.880;161.775;+37.531399°;–77.476009°
VA;51770;Roanoke [9];97,032;110.234;0.884;111.118;+37.277830°;–79.958472°
VA;51775;Salem [9];24,802;37.391;0.263;37.654;+37.285333°;–80.055241°
VA;51790;Staunton [9];23,746;51.736;0.155;51.891;+38.158056°;–79.061501°
VA;51800;Suffolk [9];84,585;1,036.430;74.909;1,111.339;+36.697157°;–76.634781°
VA;51810;Virginia Beach [9];437,994;644.949;643.150;1,288.099;+36.779322°;–76.024020°
VA;51820;Waynesboro [9];21,006;38.951;0.419;39.370;+38.067157°;–78.901420°
VA;51830;Williamsburg [9];14,068;23.367;0.418;23.785;+37.269293°;–76.706717°
VA;51840;Winchester [9];26,203;23.913;0.054;23.967;+39.173869°;–78.176356°
WA;53001;Adams;18,728;4,985.669;12.623;4,998.292;+47.004840°;–118.533308°
WA;53003;Asotin;21,623;1,647.784;11.475;1,659.259;+46.181861°;–117.227781°
WA;53005;Benton;175,177;4,403.961;154.413;4,558.374;+46.228072°;–119.516864°
WA;53007;Chelan;72,453;7,564.125;189.993;7,754.117;+47.859892°;–120.618543°
WA;53009;Clallam;71,404;4,502.251;2,414.668;6,916.919;+48.113009°;–123.930611°
WA;53011;Clark;425,363;1,629.113;70.523;1,699.636;+45.771674°;–122.485903°
WA;53013;Columbia;4,078;2,249.739;12.567;2,262.306;+46.292851°;–117.911635°
WA;53015;Cowlitz;102,410;2,952.911;67.563;3,020.474;+46.185923°;–122.658682°
WA;53017;Douglas;38,431;4,711.872;76.123;4,787.995;+47.735866°;–119.695880°
WA;53019;Ferry;7,551;5,706.155;140.281;5,846.435;+48.437246°;–118.517074°
WA;53021;Franklin;78,163;3,217.208;60.193;3,277.402;+46.534580°;–118.906944°
WA;53023;Garfield;2,266;1,840.669;19.490;1,860.159;+46.429474°;–117.536715°
WA;53025;Grant;89,120;6,939.907;289.575;7,229.482;+47.213633°;–119.467788°
WA;53027;Grays Harbor;72,797;4,926.226;834.958;5,761.184;+47.142786°;–123.827043°
WA;53029;Island;78,506;539.880;800.115;1,339.995;+48.158436°;–122.670503°
WA;53031;Jefferson;29,872;4,671.562;982.751;5,654.313;+47.802641°;–123.521810°
WA;53033;King;1,931,249;5,479.292;495.471;5,974.763;+47.493554°;–121.832375°
WA;53035;Kitsap;251,133;1,022.893;442.830;1,465.723;+47.639687°;–122.649636°
WA;53037;Kittitas;40,915;5,949.904;92.370;6,042.274;+47.124444°;–120.676714°
WA;53039;Klickitat;20,318;4,846.679;85.063;4,931.743;+45.869509°;–120.780117°
WA;53041;Lewis;75,455;6,223.229;86.637;6,309.866;+46.580071°;–122.377444°
WA;53043;Lincoln;10,570;5,984.152;74.744;6,058.896;+47.582718°;–118.417668°
WA;53045;Mason;60,699;2,484.879;237.246;2,722.125;+47.354126°;–123.173850°
WA;53047;Okanogan;41,120;13,643.999;121.250;13,765.249;+48.550971°;–119.691035°
WA;53049;Pacific;20,920;2,415.572;752.977;3,168.550;+46.556587°;–123.782419°
WA;53051;Pend Oreille;13,001;3,625.955;65.405;3,691.361;+48.543877°;–117.232183°
WA;53053;Pierce;795,225;4,324.005;354.658;4,678.663;+47.040716°;–122.144709°
WA;53055;San Juan;15,769;450.437;1,158.110;1,608.547;+48.508862°;–123.100616°
WA;53057;Skagit;116,901;4,483.795;489.330;4,973.125;+48.493066°;–121.816278°
WA;53059;Skamania;11,066;4,288.183;72.853;4,361.036;+46.024782°;–121.953227°
WA;53061;Snohomish;713,335;5,406.013;282.371;5,688.385;+48.054913°;–121.766412°
WA;53063;Spokane;471,221;4,568.199;43.803;4,612.001;+47.620379°;–117.404392°
WA;53065;Stevens;43,531;6,417.381;163.131;6,580.512;+48.390648°;–117.854897°
WA;53067;Thurston;252,264;1,869.872;133.492;2,003.363;+46.932598°;–122.829441°
WA;53069;Wahkiakum;3,978;682.139;61.658;743.797;+46.294638°;–123.424458°
WA;53071;Walla Walla;58,781;3,289.619;74.828;3,364.447;+46.254606°;–118.480374°
WA;53073;Whatcom;201,140;5,456.734;1,027.224;6,483.958;+48.842653°;–121.836433°
WA;53075;Whitman;44,776;5,592.016;47.940;5,639.956;+46.903322°;–117.522962°
WA;53077;Yakima;243,231;11,125.023;41.131;11,166.155;+46.456558°;–120.740145°
WV;54001;Barbour;16,589;883.339;4.639;887.978;+39.139754°;–79.996914°
WV;54003;Berkeley;104,169;831.754;1.074;832.829;+39.457854°;–78.032338°
WV;54005;Boone;24,629;1,298.991;4.282;1,303.273;+38.022838°;–81.713314°
WV;54007;Braxton;14,523;1,322.997;14.144;1,337.141;+38.699302°;–80.731649°
WV;54009;Brooke;24,069;231.039;8.721;239.759;+40.272645°;–80.578691°
WV;54011;Cabell;96,319;727.832;18.128;745.960;+38.419580°;–82.243392°
