State; FIPS; County; pop; landAreakm2; waterAreakm2; totalAreakm2; lat; long
CO;08121;Washington;4,814;6,521.670;15.207;6,536.878;+39.965413°;–103.209605°
CO;08123;Weld;252,825;10,326.899;76.554;10,403.453;+40.555794°;–104.383649°
CO;08125;Yuma;10,043;6,123.780;11.135;6,134.915;+40.000631°;–102.422649°
CT;09001;Fairfield [6];916,829;1,618.456;549.162;2,167.619;+41.228103°;–73.366757°
CT;09003;Hartford [6];894,014;1,903.892;40.213;1,944.105;+41.806053°;–72.732916°
CT;09005;Litchfield [6];189,927;2,384.239;62.166;2,446.405;+41.791897°;–73.235428°
CT;09007;Middlesex [6];165,676;956.486;180.684;1,137.170;+41.434525°;–72.524227°
CT;09009;New Haven [6];862,477;1,565.663;667.053;2,232.716;+41.349717°;–72.900204°
CT;09011;New London [6];274,055;1,722.026;276.666;1,998.692;+41.478630°;–72.103452°
CT;09013;Tolland [6];152,691;1,062.448;17.698;1,080.147;+41.858076°;–72.340977°
CT;09015;Windham [6];118,428;1,328.430;22.092;1,350.523;+41.824999°;–71.990702°
DE;10001;Kent;162,310;1,518.196;549.471;2,067.667;+39.097088°;–75.502982°
DE;10003;New Castle;538,479;1,104.075;175.386;1,279.461;+39.575915°;–75.644132°
DE;10005;Sussex;197,145;2,424.433;674.205;3,098.638;+38.677511°;–75.335495°
DC;11001;District of Columbia [7];601,723;158.115;18.885;177.000;+38.904149°;–77.017094°
FL;12001;Alachua;247,336;2,266.292;242.911;2,509.202;+29.675740°;–82.357221°
FL;12003;Baker;27,115;1,515.741;9.686;1,525.427;+30.324442°;–82.302284°
FL;12005;Bay;168,852;1,964.401;711.453;2,675.854;+30.237563°;–85.631348°
FL;12007;Bradford;28,520;761.357;16.905;778.262;+29.946934°;–82.166796°
FL;12009;Brevard;543,376;2,630.558;1,402.041;4,032.599;+28.298276°;–80.700384°
FL;12011;Broward;1,748,066;3,133.329;292.869;3,426.198;+26.193520°;–80.476658°
FL;12013;Calhoun;14,625;1,469.389;18.075;1,487.464;+30.388801°;–85.197916°
FL;12015;Charlotte;159,978;1,761.914;461.075;2,222.989;+26.868826°;–81.940858°
FL;12017;Citrus;141,236;1,506.586;496.236;2,002.823;+28.843628°;–82.524796°
FL;12019;Clay;190,865;1,565.286;101.496;1,666.782;+29.987116°;–81.858147°
FL;12021;Collier;321,520;5,175.636;794.325;5,969.962;+26.118713°;–81.400884°
FL;12023;Columbia;67,531;2,065.708;9.723;2,075.430;+30.221305°;–82.623127°
FL;12027;DeSoto;34,862;1,649.976;6.275;1,656.250;+27.190581°;–81.806253°
FL;12029;Dixie;16,422;1,826.079;410.764;2,236.843;+29.580899°;–83.195666°
FL;12031;Duval;864,263;1,974.068;404.713;2,378.781;+30.335245°;–81.648113°
FL;12033;Escambia;297,619;1,700.227;565.247;2,265.474;+30.611664°;–87.339040°
FL;12035;Flagler;95,696;1,257.338;221.091;1,478.429;+29.474894°;–81.286362°
FL;12037;Franklin;11,549;1,384.931;1,273.676;2,658.607;+29.810176°;–84.799174°
FL;12039;Gadsden;46,389;1,337.293;31.588;1,368.881;+30.579170°;–84.612783°
FL;12041;Gilchrist;16,939;905.659;14.406;920.064;+29.723456°;–82.795801°
FL;12043;Glades;12,884;2,087.554;468.371;2,555.925;+26.954810°;–81.190820°
FL;12045;Gulf;15,863;1,460.785;496.109;1,956.894;+29.907257°;–85.256537°
FL;12047;Hamilton;14,799;1,330.711;13.638;1,344.349;+30.491102°;–82.951049°
FL;12049;Hardee;27,731;1,651.850;1.440;1,653.289;+27.492846°;–81.821580°
FL;12051;Hendry;39,140;2,985.609;96.465;3,082.075;+26.539340°;–81.151584°
FL;12053;Hernando;172,778;1,223.869;301.689;1,525.558;+28.567911°;–82.464835°
FL;12055;Highlands;98,786;2,633.020;231.596;2,864.616;+27.342627°;–81.340921°
FL;12057;Hillsborough;1,229,226;2,642.341;635.973;3,278.314;+27.906590°;–82.349568°
FL;12059;Holmes;19,927;1,240.028;26.599;1,266.626;+30.866222°;–85.812959°
FL;12061;Indian River;138,028;1,302.432;295.606;1,598.038;+27.700638°;–80.574803°
FL;12063;Jackson;49,746;2,376.987;95.322;2,472.310;+30.787812°;–85.210374°
FL;12065;Jefferson;14,761;1,549.059;99.559;1,648.618;+30.424558°;–83.890859°
FL;12067;Lafayette;8,870;1,407.428;11.646;1,419.075;+29.990066°;–83.178510°
FL;12069;Lake;297,052;2,430.396;566.127;2,996.523;+28.764113°;–81.712282°
FL;12071;Lee;618,754;2,031.879;1,108.380;3,140.260;+26.552134°;–81.892250°
FL;12073;Leon;275,487;1,727.139;90.487;1,817.626;+30.459310°;–84.277800°
FL;12075;Levy;40,801;2,896.139;762.981;3,659.121;+29.284409°;–82.783483°
FL;12077;Liberty;8,365;2,164.095;19.583;2,183.678;+30.259849°;–84.868581°
FL;12079;Madison;19,224;1,802.498;51.114;1,853.612;+30.447228°;–83.470437°
FL;12081;Manatee;322,833;1,924.182;387.845;2,312.027;+27.481386°;–82.365784°
FL;12083;Marion;331,298;4,103.956;202.185;4,306.141;+29.202805°;–82.043100°
FL;12085;Martin;146,318;1,407.565;542.252;1,949.817;+27.079954°;–80.398211°
FL;12086;Miami-Dade;2,496,435;4,915.061;1,381.673;6,296.734;+25.610494°;–80.499045°
FL;12087;Monroe;73,090;2,546.689;7,133.454;9,680.143;+25.601043°;–81.206777°
FL;12089;Nassau;73,314;1,679.968;200.159;1,880.126;+30.605926°;–81.764929°
FL;12091;Okaloosa;180,822;2,409.329;393.241;2,802.570;+30.665858°;–86.594194°
FL;12093;Okeechobee;39,996;1,991.463;318.565;2,310.028;+27.385592°;–80.887388°
FL;12095;Orange;1,145,956;2,339.870;258.561;2,598.431;+28.514435°;–81.323295°
FL;12097;Osceola;268,685;3,438.086;462.192;3,900.278;+28.059027°;–81.139312°
FL;12099;Palm Beach;1,320,134;5,101.663;1,070.302;6,171.965;+26.645763°;–80.448673°
FL;12101;Pasco;464,697;1,934.426;314.859;2,249.285;+28.302024°;–82.455707°
FL;12103;Pinellas;916,542;709.136;865.906;1,575.042;+27.903122°;–82.739518°
FL;12105;Polk;602,095;4,656.376;550.926;5,207.302;+27.953115°;–81.692783°
FL;12107;Putnam;74,364;1,884.533;257.184;2,141.717;+29.606006°;–81.740894°
FL;12109;St. Johns;190,039;1,555.690;572.051;2,127.740;+29.890593°;–81.383914°
FL;12111;St. Lucie;277,789;1,481.281;300.907;1,782.188;+27.380775°;–80.443364°
FL;12113;Santa Rosa;151,372;2,620.044;420.026;3,040.069;+30.703633°;–87.014255°
FL;12115;Sarasota;379,448;1,439.691;438.941;1,878.632;+27.184386°;–82.365835°
FL;12117;Seminole;422,718;800.879;93.428;894.308;+28.690079°;–81.131980°
FL;12119;Sumter;93,420;1,416.549;85.192;1,501.741;+28.714294°;–82.074715°
FL;12121;Suwannee;41,551;1,783.341;9.594;1,792.935;+30.189244°;–82.992754°
FL;12123;Taylor;22,570;2,702.148;489.238;3,191.386;+30.016943°;–83.616417°
FL;12125;Union;15,535;630.806;16.050;646.856;+30.054280°;–82.366918°
FL;12127;Volusia;494,593;2,851.659;858.331;3,709.990;+29.057617°;–81.161813°
FL;12129;Wakulla;30,776;1,570.617;334.904;1,905.521;+30.140378°;–84.375136°
FL;12131;Walton;55,043;2,687.436;523.100;3,210.536;+30.631211°;–86.176614°
FL;12133;Washington;24,896;1,509.454;85.861;1,595.314;+30.602217°;–85.662797°
GA;13001;Appling;18,236;1,313.334;13.417;1,326.751;+31.739712°;–82.290103°
GA;13003;Atkinson;8,375;878.994;13.343;892.338;+31.300562°;–82.883614°
GA;13005;Bacon;11,096;669.708;70.569;740.277;+31.563327°;–82.387859°
GA;13007;Baker;3,451;885.630;18.634;904.264;+31.319622°;–84.454857°
GA;13009;Baldwin;45,720;667.812;24.779;692.591;+33.059532°;–83.255362°
GA;13011;Banks;18,395;601.112;4.651;605.763;+34.351922°;–83.498441°
GA;13013;Barrow;69,367;415.199;6.818;422.016;+33.992009°;–83.712303°
GA;13015;Bartow;100,157;1,190.214;27.374;1,217.588;+34.240918°;–84.838188°
GA;13017;Ben Hill;17,634;647.809;9.807;657.616;+31.740776°;–83.147190°
GA;13019;Berrien;19,286;1,170.408;15.503;1,185.911;+31.274308°;–83.231906°
GA;13021;Bibb;155,547;646.880;14.514;661.394;+32.808844°;–83.694193°
GA;13023;Bleckley;13,063;559.100;8.447;567.548;+32.435403°;–83.331717°
GA;13025;Brantley;18,411;1,145.713;12.536;1,158.249;+31.197334°;–81.982978°
GA;13027;Brooks;16,243;1,276.982;12.315;1,289.297;+30.833696°;–83.588971°
GA;13029;Bryan;30,233;1,129.148;47.887;1,177.035;+32.017969°;–81.438543°
GA;13031;Bulloch;70,217;1,742.568;40.963;1,783.532;+32.393408°;–81.743810°
GA;13033;Burke;23,316;2,141.836;20.759;2,162.595;+33.063737°;–82.003890°
GA;13035;Butts;23,655;477.576;9.448;487.024;+33.290355°;–83.958221°
GA;13037;Calhoun;6,694;726.147;8.316;734.463;+31.521279°;–84.626290°
GA;13039;Camden;50,513;1,587.728;437.293;2,025.021;+30.916358°;–81.636516°
GA;13043;Candler;10,998;629.481;15.058;644.539;+32.403986°;–82.071446°
GA;13045;Carroll;110,527;1,292.600;12.328;1,304.928;+33.582237°;–85.080527°
GA;13047;Catoosa;63,942;419.991;0.780;420.771;+34.899393°;–85.137353°
GA;13049;Charlton;12,171;2,003.554;22.786;2,026.340;+30.779904°;–82.139644°
GA;13051;Chatham;265,128;1,104.466;533.086;1,637.551;+31.974756°;–81.091768°
GA;13053;Chattahoochee;11,267;644.224;6.293;650.516;+32.347445°;–84.788021°
GA;13055;Chattooga;26,015;811.542;0.571;812.113;+34.474179°;–85.345289°
GA;13057;Cherokee;214,346;1,092.130;32.975;1,125.104;+34.244317°;–84.475057°
GA;13059;Clarke;116,714;308.728;4.752;313.480;+33.952234°;–83.367130°
GA;13061;Clay;3,183;506.036;56.599;562.635;+31.619831°;–84.992583°
GA;13063;Clayton;259,424;366.664;7.153;373.817;+33.552242°;–84.412977°
GA;13065;Clinch;6,798;2,072.567;61.566;2,134.132;+30.917653°;–82.702614°
GA;13067;Cobb;688,078;879.428;12.868;892.297;+33.939940°;–84.574166°
GA;13069;Coffee;42,356;1,489.495;71.362;1,560.857;+31.549245°;–82.844938°
GA;13071;Colquitt;45,498;1,409.351;32.338;1,441.689;+31.189758°;–83.769741°
GA;13073;Columbia;124,053;751.329;45.363;796.692;+33.550556°;–82.251342°
GA;13075;Cook;17,212;588.346;15.647;603.993;+31.152935°;–83.429552°
GA;13077;Coweta;127,317;1,141.905;12.755;1,154.660;+33.352897°;–84.762138°
GA;13079;Crawford;12,630;841.456;4.055;845.511;+32.709446°;–83.979182°
GA;13081;Crisp;23,439;705.988;21.672;727.660;+31.914753°;–83.753338°
GA;13083;Dade;16,633;450.609;0.463;451.073;+34.852424°;–85.506201°
GA;13085;Dawson;22,330;546.046;9.269;555.315;+34.442842°;–84.173284°
GA;13087;Decatur;27,842;1,546.585;67.413;1,613.997;+30.877961°;–84.577744°
GA;13089;DeKalb;691,893;693.034;9.220;702.254;+33.770661°;–84.226343°
GA;13091;Dodge;21,796;1,284.349;18.709;1,303.058;+32.160656°;–83.156818°
GA;13093;Dooly;14,918;1,015.120;13.841;1,028.961;+32.151995°;–83.807167°
GA;13095;Dougherty;94,565;851.299;15.395;866.694;+31.535068°;–84.214444°
GA;13097;Douglas;132,403;518.171;2.484;520.655;+33.699317°;–84.765944°
GA;13099;Early;11,008;1,327.612;9.717;1,337.329;+31.324191°;–84.906723°
GA;13101;Echols;4,034;1,074.572;15.087;1,089.659;+30.708500°;–82.836132°
GA;13103;Effingham;52,250;1,237.236;13.548;1,250.784;+32.361711°;–81.343337°
GA;13105;Elbert;20,166;909.229;59.987;969.216;+34.115017°;–82.842057°
GA;13107;Emanuel;22,598;1,762.756;24.807;1,787.562;+32.591100°;–82.299763°
GA;13109;Evans;11,000;473.586;10.404;483.990;+32.151902°;–81.887618°
GA;13111;Fannin;23,682;1,001.608;13.564;1,015.172;+34.863837°;–84.319287°
GA;13113;Fayette;106,567;503.344;12.897;516.241;+33.412717°;–84.493941°
GA;13115;Floyd;96,317;1,320.662;22.156;1,342.818;+34.263677°;–85.213730°
GA;13117;Forsyth;175,511;580.211;59.947;640.157;+34.225143°;–84.127336°
GA;13119;Franklin;22,084;677.273;12.832;690.105;+34.375155°;–83.227291°
GA;13121;Fulton;920,581;1,363.977;19.917;1,383.895;+33.790034°;–84.468182°
GA;13123;Gilmer;28,292;1,104.734;12.190;1,116.923;+34.690541°;–84.453984°
GA;13125;Glascock;3,082;372.284;1.848;374.132;+33.227491°;–82.606913°
GA;13127;Glynn;79,626;1,087.155;428.630;1,515.785;+31.212747°;–81.496517°
GA;13129;Gordon;55,186;921.539;5.788;927.327;+34.509667°;–84.873862°
GA;13131;Grady;25,011;1,177.219;14.859;1,192.078;+30.875863°;–84.244772°
GA;13133;Greene;15,994;1,003.453;48.628;1,052.081;+33.576836°;–83.167103°
GA;13135;Gwinnett;805,321;1,114.687;16.556;1,131.243;+33.959101°;–84.022938°
GA;13137;Habersham;43,041;716.752;5.920;722.672;+34.635108°;–83.526406°
GA;13139;Hall;179,684;1,017.300;94.568;1,111.868;+34.317588°;–83.818497°
GA;13141;Hancock;9,429;1,222.061;17.715;1,239.776;+33.269220°;–83.000465°
GA;13143;Haralson;28,780;730.804;2.616;733.420;+33.795165°;–85.220062°
GA;13145;Harris;32,024;1,201.414;23.536;1,224.950;+32.731549°;–84.912432°
GA;13147;Hart;25,213;601.897;63.595;665.492;+34.348733°;–82.963290°
GA;13149;Heard;11,834;766.715;13.116;779.831;+33.290968°;–85.139594°
GA;13151;Henry;203,922;834.305;11.448;845.752;+33.452881°;–84.154440°
GA;13153;Houston;139,900;972.646;11.345;983.991;+32.458381°;–83.662856°
GA;13155;Irwin;9,538;917.744;21.808;939.551;+31.604306°;–83.277037°
GA;13157;Jackson;60,485;879.723;8.900;888.623;+34.134157°;–83.565133°
GA;13159;Jasper;13,900;953.543;13.726;967.269;+33.314905°;–83.687892°
GA;13161;Jeff Davis;15,068;856.613;12.064;868.677;+31.811615°;–82.636825°
GA;13163;Jefferson;16,930;1,363.589;8.242;1,371.831;+33.051874°;–82.419050°
GA;13165;Jenkins;8,340;899.449;13.452;912.901;+32.794563°;–81.971524°
GA;13167;Johnson;9,980;784.793;9.279;794.072;+32.689831°;–82.661354°
GA;13169;Jones;28,669;1,020.282;3.843;1,024.124;+33.020226°;–83.562339°
GA;13171;Lamar;18,317;475.263;6.046;481.309;+33.074460°;–84.146721°
GA;13173;Lanier;10,078;479.824;37.625;517.450;+31.038197°;–83.063164°
GA;13175;Laurens;48,434;2,090.886;28.942;2,119.828;+32.393220°;–82.926317°
GA;13177;Lee;28,298;921.476;15.408;936.884;+31.818419°;–84.146681°
GA;13179;Liberty;63,453;1,268.579;291.960;1,560.539;+31.807245°;–81.457969°
GA;13181;Lincoln;7,996;544.881;121.517;666.398;+33.792151°;–82.448299°
GA;13183;Long;14,464;1,036.755;9.116;1,045.872;+31.749563°;–81.742870°
GA;13185;Lowndes;109,233;1,284.806;37.579;1,322.384;+30.833680°;–83.268967°
GA;13187;Lumpkin;29,966;732.793;3.273;736.066;+34.568149°;–83.998828°
GA;13189;McDuffie;21,875;666.820;23.121;689.941;+33.482464°;–82.473188°
GA;13191;McIntosh;14,333;1,098.929;387.448;1,486.377;+31.482978°;–81.370199°
GA;13193;Macon;14,740;1,037.654;13.859;1,051.513;+32.366216°;–84.052162°
GA;13195;Madison;28,120;731.182;8.487;739.669;+34.128486°;–83.203637°
GA;13197;Marion;8,742;947.944;3.825;951.770;+32.359538°;–84.529561°
GA;13199;Meriwether;21,992;1,298.162;10.834;1,308.996;+33.030220°;–84.663279°
GA;13201;Miller;6,125;731.467;3.216;734.683;+31.162908°;–84.730386°
GA;13205;Mitchell;23,498;1,326.293;4.504;1,330.797;+31.228940°;–84.192407°
GA;13207;Monroe;26,424;1,024.751;5.575;1,030.326;+33.017435°;–83.922938°
GA;13209;Montgomery;9,123;620.363;13.389;633.752;+32.172108°;–82.533349°
GA;13211;Morgan;17,868;899.631;18.832;918.463;+33.593732°;–83.492324°
GA;13213;Murray;39,628;892.164;5.688;897.852;+34.797097°;–84.737990°
GA;13215;Muscogee;189,885;560.435;11.969;572.404;+32.510197°;–84.874946°
GA;13217;Newton;99,958;704.895;18.225;723.119;+33.544046°;–83.855189°
GA;13219;Oconee;32,808;477.308;5.393;482.701;+33.834125°;–83.437728°
GA;13221;Oglethorpe;14,899;1,137.035;7.839;1,144.874;+33.866806°;–83.074081°
GA;13223;Paulding;142,324;808.643;5.498;814.141;+33.920903°;–84.866979°
GA;13225;Peach;27,695;389.191;2.676;391.867;+32.571324°;–83.831978°
GA;13227;Pickens;29,431;601.026;1.696;602.722;+34.456621°;–84.490256°
GA;13229;Pierce;18,758;819.715;69.246;888.961;+31.353988°;–82.210427°
GA;13231;Pike;17,869;559.659;8.597;568.256;+33.090769°;–84.386627°
GA;13233;Polk;41,475;803.755;4.686;808.441;+33.995961°;–85.186826°
GA;13235;Pulaski;12,010;644.987;5.635;650.622;+32.238794°;–83.481855°
GA;13237;Putnam;21,218;892.611;41.563;934.174;+33.321061°;–83.371790°
GA;13239;Quitman;2,513;391.703;24.158;415.861;+31.861487°;–85.009317°
GA;13241;Rabun;16,276;958.277;17.845;976.122;+34.883026°;–83.404735°
GA;13243;Randolph;7,719;1,109.127;6.830;1,115.957;+31.762651°;–84.752311°
GA;13245;Richmond;200,549;840.000;11.047;851.047;+33.361487°;–82.074998°
GA;13247;Rockdale;85,215;336.162;5.970;342.132;+33.652081°;–84.026370°
GA;13249;Schley;5,010;432.284;2.376;434.660;+32.263441°;–84.322724°
GA;13251;Screven;14,593;1,670.804;27.889;1,698.693;+32.744751°;–81.617585°
GA;13253;Seminole;8,729;609.233;55.244;664.477;+30.933894°;–84.867592°
GA;13255;Spalding;64,073;508.852;8.085;516.937;+33.262389°;–84.286067°
GA;13257;Stephens;26,175;463.948;13.122;477.070;+34.552914°;–83.290216°
GA;13259;Stewart;6,058;1,188.114;12.637;1,200.751;+32.073225°;–84.834912°
GA;13261;Sumter;32,819;1,250.180;25.788;1,275.968;+32.042203°;–84.204283°
GA;13263;Talbot;6,865;1,013.692;8.737;1,022.429;+32.704603°;–84.530029°
GA;13265;Taliaferro;1,717;504.032;1.916;505.947;+33.559314°;–82.875208°
GA;13267;Tattnall;25,520;1,241.648;23.169;1,264.818;+32.043768°;–82.059208°
GA;13269;Taylor;8,906;975.612;7.804;983.416;+32.554667°;–84.251426°
GA;13271;Telfair;16,500;1,132.611;17.367;1,149.978;+31.913639°;–82.931062°
GA;13273;Terrell;9,315;868.784;5.863;874.647;+31.777191°;–84.439446°
GA;13275;Thomas;44,720;1,410.496;19.742;1,430.238;+30.864616°;–83.919783°
GA;13277;Tift;40,118;670.586;25.575;696.161;+31.457003°;–83.525931°
GA;13279;Toombs;27,223;942.768;18.099;960.867;+32.126698°;–82.332071°
GA;13281;Towns;10,471;431.396;14.038;445.433;+34.902650°;–83.732158°
GA;13283;Treutlen;6,885;516.537;7.806;524.342;+32.409586°;–82.570882°
GA;13285;Troup;67,044;1,072.224;82.812;1,155.036;+33.034482°;–85.028360°
GA;13287;Turner;8,930;739.165;11.881;751.046;+31.718232°;–83.628567°
GA;13289;Twiggs;9,023;928.246;10.972;939.218;+32.665847°;–83.425879°
GA;13291;Union;21,356;833.785;18.333;852.118;+34.833770°;–83.989573°
GA;13293;Upson;27,153;837.697;10.663;848.360;+32.881837°;–84.292281°
GA;13295;Walker;68,756;1,156.117;1.673;1,157.790;+34.735827°;–85.305385°
GA;13297;Walton;83,768;843.508;11.188;854.696;+33.782649°;–83.734215°
GA;13299;Ware;36,312;2,311.462;40.216;2,351.678;+31.050881°;–82.421507°
GA;13301;Warren;5,834;736.329;6.190;742.518;+33.419169°;–82.688012°
GA;13303;Washington;21,187;1,757.183;15.290;1,772.473;+32.971848°;–82.798112°
GA;13305;Wayne;30,099;1,662.194;18.180;1,680.374;+31.547845°;–81.912376°
GA;13307;Webster;2,799;541.614;2.966;544.580;+32.046554°;–84.553218°
GA;13309;Wheeler;7,421;765.301;12.390;777.691;+32.109276°;–82.738701°
GA;13311;White;27,144;623.375;3.940;627.315;+34.643677°;–83.743713°
GA;13313;Whitfield;102,599;752.297;1.530;753.827;+34.801726°;–84.968541°
GA;13315;Wilcox;9,255;978.250;11.444;989.694;+31.962717°;–83.438262°
GA;13317;Wilkes;10,593;1,215.974;11.925;1,227.899;+33.779040°;–82.747922°
GA;13319;Wilkinson;9,563;1,158.522;12.023;1,170.545;+32.804321°;–83.175587°
GA;13321;Worth;21,679;1,478.111;10.498;1,488.610;+31.551773°;–83.849960°
HI;15001;Hawaiʻi;185,079;10,433.550;2,739.471;13,173.021;+19.597764°;–155.502443°
HI;15003;Honolulu;953,207;1,555.917;3,955.761;5,511.678;+21.461364°;–158.201976°
HI;15005;Kalawao [8];90;31.058;105.770;136.827;+21.218764°;–156.974010°
HI;15007;Kauaʻi;67,091;1,605.678;1,674.176;3,279.855;+22.012038°;–159.705965°
HI;15009;Maui;154,834;3,008.326;3,203.317;6,211.643;+20.855931°;–156.601550°
ID;16001;Ada;392,365;2,726.158;20.425;2,746.583;+43.447861°;–116.244456°
ID;16003;Adams;3,976;3,530.299;17.392;3,547.691;+44.884583°;–116.431873°
ID;16005;Bannock;82,839;2,880.035;91.801;2,971.836;+42.692939°;–112.228986°
ID;16007;Bear Lake;5,986;2,524.681;193.274;2,717.955;+42.285833°;–111.327445°
ID;16009;Benewah;9,285;2,011.429;18.988;2,030.418;+47.218451°;–116.633541°
ID;16011;Bingham;45,607;5,423.378;68.448;5,491.826;+43.216357°;–112.399206°
ID;16013;Blaine;21,376;6,846.856;44.341;6,891.197;+43.394482°;–113.955290°
ID;16015;Boise;7,028;4,919.000;19.293;4,938.294;+43.987275°;–115.715111°
ID;16017;Bonner;40,877;4,492.523;478.956;4,971.479;+48.312512°;–116.596940°
ID;16019;Bonneville;104,234;4,833.117;89.507;4,922.624;+43.395171°;–111.621878°
ID;16021;Boundary;10,972;3,285.556;24.081;3,309.637;+48.773065°;–116.524619°
ID;16023;Butte;2,891;5,779.990;5.258;5,785.248;+43.685100°;–113.177627°
ID;16025;Camas;1,117;2,782.925;11.535;2,794.461;+43.463396°;–114.804427°
ID;16027;Canyon;188,923;1,521.281;41.900;1,563.182;+43.623051°;–116.708527°
ID;16029;Caribou;6,963;4,569.116;89.171;4,658.287;+42.786273°;–111.544172°
ID;16031;Cassia;22,952;6,643.529;39.371;6,682.900;+42.288635°;–113.605498°
