date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-04-05,19,10,0.0,9.0,3,3,87,04:47 PM,05:38 AM,06:46 AM,07:36 PM,7,13,13,13,9,70,67,0.4,1018,19,10,284,7
2020-04-06,19,11,0.0,11.6,5,5,94,06:02 PM,06:13 AM,06:44 AM,07:37 PM,3,14,15,14,13,24,47,0.0,1018,19,10,234,10
2020-04-07,22,13,0.0,6.5,4,4,100,07:18 PM,06:46 AM,06:43 AM,07:38 PM,8,17,17,17,10,67,57,1.2,1011,22,10,251,8
2020-04-08,24,15,0.0,9.0,5,5,100,08:33 PM,07:19 AM,06:41 AM,07:39 PM,12,19,20,19,18,38,66,2.6,1002,24,10,294,13
2020-04-09,22,8,0.0,9.1,4,4,83,09:48 PM,07:53 AM,06:40 AM,07:40 PM,5,14,15,14,26,49,51,0.5,997,22,10,279,21
2020-04-10,10,4,0.0,11.6,3,3,76,11:02 PM,08:30 AM,06:38 AM,07:41 PM,-5,3,7,3,35,17,42,0.0,1005,10,10,296,28
2020-04-11,15,4,0.0,11.6,4,4,68,No moonrise,09:12 AM,06:37 AM,07:42 PM,-2,8,9,8,16,28,46,0.0,1017,15,10,291,13
2020-04-12,22,9,0.0,9.1,4,4,61,12:12 AM,09:59 AM,06:35 AM,07:43 PM,6,15,16,15,20,55,55,2.8,1018,22,10,199,14
2020-04-13,25,16,0.0,7.8,5,5,53,01:17 AM,10:51 AM,06:34 AM,07:44 PM,12,19,20,19,41,82,69,45.4,1006,25,7,235,28
2020-04-14,12,7,0.0,9.1,3,3,46,02:13 AM,11:47 AM,06:32 AM,07:45 PM,0,7,9,7,18,51,53,4.3,1019,12,10,332,14
2020-04-15,12,4,5.4,11.6,3,3,38,03:01 AM,12:46 PM,06:31 AM,07:46 PM,-4,6,8,6,15,39,46,14.8,1017,12,9,312,11
2020-04-16,10,3,0.0,11.6,3,3,30,03:42 AM,01:46 PM,06:29 AM,07:47 PM,-5,4,7,4,21,18,42,0.0,1022,10,10,300,16
2020-04-17,15,6,0.0,10.4,3,3,23,04:17 AM,02:45 PM,06:28 AM,07:48 PM,-1,10,10,10,12,50,46,0.1,1021,15,10,182,9
2020-04-18,12,8,0.0,9.1,3,3,15,04:47 AM,03:44 PM,06:26 AM,07:49 PM,3,8,10,8,18,59,64,9.4,1010,12,8,315,14
2020-04-19,18,8,0.0,7.9,3,3,8,05:14 AM,04:41 PM,06:25 AM,07:50 PM,3,12,13,12,13,36,51,0.0,1013,18,10,213,10
2020-04-20,15,10,0.0,9.1,3,3,0,05:39 AM,05:39 PM,06:24 AM,07:51 PM,4,12,13,12,15,49,56,0.1,1005,15,10,234,12
2020-04-21,15,9,0.0,6.7,3,3,0,06:03 AM,06:35 PM,06:22 AM,07:52 PM,3,11,13,11,28,64,57,2.2,1005,15,10,272,21
2020-04-22,14,3,0.0,11.6,3,3,0,06:28 AM,07:33 PM,06:21 AM,07:53 PM,-6,6,8,6,20,7,38,0.0,1016,14,10,290,16
